"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"4549",0,9000,"A","RENT",112440,27,"Missing","0-15"
"4550",0,15000,"C","MORTGAGE",90000,25,"13.5+","0-15"
"4551",0,3300,"C","RENT",66000,22,"13.5+","0-15"
"4552",0,12000,"C","RENT",26237.88,27,"11-13.5","0-15"
"4553",0,25000,"A","MORTGAGE",90000,38,"Missing","0-15"
"4554",0,16000,"C","MORTGAGE",80000,31,"13.5+","0-15"
"4555",0,7200,"B","RENT",50000,28,"Missing","0-15"
"4556",0,11000,"A","RENT",85000,24,"0-8","0-15"
"4557",0,6000,"B","OWN",48000,25,"8-11","0-15"
"4558",0,24250,"B","RENT",32004,30,"11-13.5","0-15"
"4559",1,10800,"A","RENT",75000,26,"0-8","0-15"
"4560",0,11200,"D","MORTGAGE",69000,28,"13.5+","0-15"
"4561",0,8000,"A","MORTGAGE",90000,27,"0-8","0-15"
"4562",0,16000,"D","OWN",106000,27,"13.5+","0-15"
"4563",0,8000,"B","MORTGAGE",72000,38,"11-13.5","0-15"
"4564",0,10000,"A","RENT",26000,45,"8-11","15-30"
"4565",0,6500,"B","MORTGAGE",32400,30,"Missing","0-15"
"4566",1,25000,"B","MORTGAGE",110000,22,"8-11","15-30"
"4567",0,11800,"C","MORTGAGE",126000,24,"Missing","0-15"
"4568",1,9000,"B","RENT",26400,24,"11-13.5","0-15"
"4569",0,6000,"A","RENT",44000,24,"0-8","0-15"
"4570",0,8000,"D","MORTGAGE",30000,23,"Missing","0-15"
"4571",0,2000,"C","MORTGAGE",40000,21,"11-13.5","0-15"
"4572",0,17000,"A","MORTGAGE",60000,31,"8-11","0-15"
"4573",0,6000,"B","RENT",37000,32,"8-11","0-15"
"4574",0,1200,"A","RENT",43000,25,"8-11","0-15"
"4575",0,13225,"B","RENT",88000,31,"11-13.5","0-15"
"4576",0,35000,"C","MORTGAGE",1e+05,32,"Missing","0-15"
"4577",0,8000,"B","RENT",21600,22,"11-13.5","0-15"
"4578",0,4800,"E","RENT",62000,39,"13.5+","0-15"
"4579",0,18000,"A","MORTGAGE",106369,29,"0-8","0-15"
"4580",0,15000,"A","RENT",48000,23,"0-8","0-15"
"4581",0,4000,"C","RENT",75250,32,"11-13.5","0-15"
"4582",0,8000,"B","RENT",60000,33,"11-13.5","0-15"
"4583",0,8000,"B","MORTGAGE",45000,22,"11-13.5","0-15"
"4584",0,5200,"B","RENT",65000,25,"8-11","0-15"
"4585",0,4450,"B","RENT",33600,24,"11-13.5","0-15"
"4586",0,7500,"D","MORTGAGE",120000,30,"13.5+","15-30"
"4587",0,17400,"B","RENT",82000,24,"11-13.5","0-15"
"4588",1,15000,"D","MORTGAGE",73700,23,"13.5+","0-15"
"4589",0,35000,"B","RENT",80000,37,"11-13.5","0-15"
"4590",1,5000,"D","RENT",24000,21,"Missing","0-15"
"4591",0,11000,"B","RENT",59000,22,"8-11","0-15"
"4592",0,8000,"B","MORTGAGE",70000,30,"8-11","15-30"
"4593",0,15000,"B","RENT",53307,26,"8-11","0-15"
"4594",0,12600,"B","RENT",30000,22,"11-13.5","0-15"
"4595",0,25000,"D","RENT",62400,22,"13.5+","0-15"
"4596",0,7500,"B","OWN",65000,28,"8-11","0-15"
"4597",0,9500,"A","RENT",50000,22,"0-8","0-15"
"4598",1,16000,"C","MORTGAGE",43200,26,"11-13.5","0-15"
"4599",0,10000,"A","MORTGAGE",47091,22,"Missing","0-15"
"4600",0,3000,"A","RENT",30000,23,"0-8","0-15"
"4601",1,25000,"E","RENT",55000,41,"13.5+","0-15"
"4602",0,12000,"B","MORTGAGE",72000,30,"8-11","0-15"
"4603",0,10000,"A","RENT",40000,48,"Missing","0-15"
"4604",1,10000,"C","RENT",45000,35,"11-13.5","0-15"
"4605",1,12000,"A","RENT",57000,24,"0-8","0-15"
"4606",0,8325,"A","MORTGAGE",78000,26,"0-8","15-30"
"4607",0,14400,"C","RENT",70000,24,"11-13.5","0-15"
"4608",1,10000,"C","RENT",84000,33,"11-13.5","0-15"
"4609",0,13000,"B","RENT",59000,29,"11-13.5","0-15"
"4610",0,8000,"C","RENT",30000,23,"11-13.5","0-15"
"4611",1,15000,"F","MORTGAGE",107000,23,"13.5+","0-15"
"4612",0,25000,"B","MORTGAGE",95000,31,"8-11","0-15"
"4613",0,10525,"A","RENT",49668,29,"0-8","0-15"
"4614",0,3000,"A","MORTGAGE",42000,49,"8-11","0-15"
"4615",0,28000,"A","MORTGAGE",320000,27,"0-8","15-30"
"4616",0,25000,"B","RENT",90000,23,"11-13.5","0-15"
"4617",0,16000,"D","RENT",74000,26,"13.5+","0-15"
"4618",0,8000,"C","MORTGAGE",55000,23,"13.5+","0-15"
"4619",0,12000,"C","RENT",53000,29,"Missing","0-15"
"4620",0,5000,"B","RENT",30000,26,"Missing","0-15"
"4621",0,7000,"B","MORTGAGE",130000,30,"8-11","15-30"
"4622",0,1500,"E","RENT",64000,51,"13.5+","0-15"
"4623",0,28000,"A","MORTGAGE",132652.8,24,"8-11","0-15"
"4624",0,3500,"C","RENT",74000,23,"11-13.5","0-15"
"4625",0,1000,"A","RENT",35000,46,"0-8","0-15"
"4626",0,12000,"A","OWN",50000,26,"8-11","0-15"
"4627",0,5550,"B","OWN",38400,26,"8-11","0-15"
"4628",0,6500,"A","MORTGAGE",55236,37,"0-8","0-15"
"4629",0,5000,"D","MORTGAGE",55000,25,"13.5+","0-15"
"4630",0,6075,"B","RENT",50000,25,"8-11","0-15"
"4631",0,4400,"D","RENT",30000,31,"13.5+","0-15"
"4632",0,2700,"A","OWN",12000,26,"Missing","0-15"
"4633",0,19000,"C","MORTGAGE",124000,37,"13.5+","0-15"
"4634",0,3000,"A","MORTGAGE",54000,23,"0-8","0-15"
"4635",1,12000,"C","RENT",60000,23,"11-13.5","0-15"
"4636",0,5000,"C","RENT",39500,38,"11-13.5","0-15"
"4637",0,15000,"A","RENT",40000,57,"8-11","0-15"
"4638",1,5600,"C","MORTGAGE",85000,24,"13.5+","0-15"
"4639",0,3600,"D","MORTGAGE",126000,22,"13.5+","15-30"
"4640",0,6000,"C","RENT",72000,27,"13.5+","0-15"
"4641",1,25000,"D","MORTGAGE",94500,30,"13.5+","0-15"
"4642",0,6400,"A","MORTGAGE",36000,24,"8-11","0-15"
"4643",0,6000,"A","RENT",22356,33,"0-8","0-15"
"4644",0,5000,"B","RENT",1e+05,27,"11-13.5","0-15"
"4645",0,9250,"C","RENT",28800,24,"13.5+","0-15"
"4646",0,3200,"B","RENT",65000,26,"11-13.5","0-15"
"4647",1,6000,"B","MORTGAGE",70000,27,"Missing","0-15"
"4648",0,10000,"B","RENT",1e+05,32,"8-11","0-15"
"4649",0,10000,"B","MORTGAGE",69000,28,"8-11","45+"
"4650",0,13800,"C","RENT",67300,42,"13.5+","0-15"
"4651",0,10000,"A","MORTGAGE",50000,30,"0-8","0-15"
"4652",0,23700,"A","MORTGAGE",77065,27,"0-8","15-30"
"4653",0,6000,"A","MORTGAGE",45000,23,"0-8","0-15"
"4654",0,15600,"A","MORTGAGE",90000,32,"0-8","0-15"
"4655",0,10500,"A","MORTGAGE",60000,23,"Missing","0-15"
"4656",0,15000,"B","MORTGAGE",60996,36,"8-11","0-15"
"4657",0,5125,"A","MORTGAGE",78000,27,"8-11","0-15"
"4658",0,14400,"B","OWN",115000,33,"11-13.5","0-15"
"4659",0,4000,"C","RENT",30000,25,"11-13.5","0-15"
"4660",0,10000,"B","MORTGAGE",40000,24,"8-11","0-15"
"4661",0,24000,"B","RENT",60000,25,"8-11","0-15"
"4662",0,7000,"A","RENT",57600,44,"0-8","0-15"
"4663",0,18000,"C","MORTGAGE",140000,28,"13.5+","0-15"
"4664",0,7500,"C","MORTGAGE",56000,23,"13.5+","0-15"
"4665",0,14400,"A","OWN",50000,26,"0-8","0-15"
"4666",1,18000,"B","MORTGAGE",62000,21,"8-11","0-15"
"4667",0,20500,"D","RENT",60000,35,"13.5+","0-15"
"4668",0,5000,"D","RENT",15000,22,"Missing","0-15"
"4669",0,4800,"C","RENT",80000,69,"13.5+","0-15"
"4670",0,12250,"D","MORTGAGE",89000,31,"13.5+","0-15"
"4671",0,4800,"C","RENT",32000,22,"13.5+","0-15"
"4672",0,4000,"A","MORTGAGE",62000,23,"8-11","0-15"
"4673",0,15000,"C","MORTGAGE",68553,28,"13.5+","0-15"
"4674",0,6000,"C","RENT",37008,36,"13.5+","0-15"
"4675",0,2000,"C","RENT",30000,25,"13.5+","0-15"
"4676",0,12000,"C","RENT",130000,26,"13.5+","0-15"
"4677",1,4000,"D","RENT",15000,30,"13.5+","0-15"
"4678",0,4000,"B","RENT",63500,27,"8-11","0-15"
"4679",0,15000,"C","MORTGAGE",73200,27,"11-13.5","0-15"
"4680",0,7500,"B","RENT",50400,30,"8-11","0-15"
"4681",1,4200,"D","RENT",70000,32,"Missing","0-15"
"4682",0,24000,"B","RENT",97500,43,"8-11","0-15"
"4683",0,14400,"C","RENT",42996,22,"Missing","0-15"
"4684",0,5000,"B","RENT",43000,30,"8-11","0-15"
"4685",0,3500,"B","RENT",25000,30,"11-13.5","Missing"
"4686",0,6400,"A","RENT",43000,34,"8-11","0-15"
"4687",0,8000,"D","RENT",43000,30,"13.5+","0-15"
"4688",0,10000,"A","MORTGAGE",41600,24,"8-11","0-15"
"4689",0,10000,"A","MORTGAGE",80000,47,"0-8","0-15"
"4690",0,8000,"A","MORTGAGE",55000,23,"0-8","0-15"
"4691",0,10000,"B","OWN",50000,23,"11-13.5","0-15"
"4692",0,1000,"B","RENT",48000,33,"8-11","0-15"
"4693",0,11400,"A","RENT",30000,25,"0-8","0-15"
"4694",0,18000,"A","MORTGAGE",132000,32,"Missing","0-15"
"4695",0,2000,"A","MORTGAGE",54000,27,"0-8","Missing"
"4696",0,8100,"A","MORTGAGE",40000,22,"0-8","0-15"
"4697",0,6000,"C","RENT",93000,35,"13.5+","0-15"
"4698",0,4000,"A","OWN",47000,25,"0-8","0-15"
"4699",0,6300,"B","MORTGAGE",60000,33,"8-11","0-15"
"4700",0,12000,"A","MORTGAGE",32000,29,"0-8","0-15"
"4701",0,12000,"B","RENT",50000,39,"11-13.5","0-15"
"4702",0,3300,"A","MORTGAGE",57600,24,"0-8","Missing"
"4703",0,12000,"A","RENT",39779,25,"0-8","0-15"
"4704",0,15000,"B","RENT",44000,29,"11-13.5","0-15"
"4705",0,14000,"D","RENT",59004,30,"13.5+","0-15"
"4706",0,6400,"A","RENT",76800,24,"0-8","0-15"
"4707",0,7000,"A","RENT",37200,41,"8-11","0-15"
"4708",0,10000,"B","MORTGAGE",45000,25,"8-11","0-15"
"4709",0,4500,"A","MORTGAGE",58000,21,"0-8","0-15"
"4710",0,11500,"A","MORTGAGE",60000,26,"0-8","0-15"
"4711",0,3000,"A","OWN",26000,34,"8-11","0-15"
"4712",1,12000,"D","RENT",27000,47,"11-13.5","0-15"
"4713",0,10000,"B","MORTGAGE",85000,37,"8-11","15-30"
"4714",0,21000,"F","RENT",40000,35,"13.5+","0-15"
"4715",1,15000,"C","RENT",38000,21,"13.5+","0-15"
"4716",0,25000,"B","MORTGAGE",78000,25,"8-11","0-15"
"4717",0,12000,"B","RENT",61000,27,"11-13.5","0-15"
"4718",0,10000,"A","MORTGAGE",38400,25,"0-8","0-15"
"4719",0,7500,"B","RENT",30028.8,21,"8-11","0-15"
"4720",0,14000,"A","MORTGAGE",49000,26,"0-8","15-30"
"4721",0,6000,"A","MORTGAGE",50364,22,"0-8","15-30"
"4722",0,12000,"A","MORTGAGE",77000,33,"0-8","0-15"
"4723",0,7600,"C","RENT",80000,36,"11-13.5","0-15"
"4724",0,5600,"B","RENT",56056,28,"8-11","0-15"
"4725",0,3500,"D","RENT",48000,28,"13.5+","0-15"
"4726",0,21000,"E","RENT",78996,25,"13.5+","0-15"
"4727",1,10500,"A","MORTGAGE",48000,23,"0-8","15-30"
"4728",1,3000,"B","RENT",13200,28,"8-11","0-15"
"4729",0,10000,"A","RENT",80004,24,"0-8","0-15"
"4730",0,6000,"B","RENT",36100,23,"8-11","0-15"
"4731",0,3600,"A","MORTGAGE",93600,24,"0-8","Missing"
"4732",1,18500,"C","OWN",55000,23,"11-13.5","0-15"
"4733",0,10800,"C","RENT",50000,28,"11-13.5","0-15"
"4734",0,13000,"D","RENT",77000,33,"Missing","0-15"
"4735",0,4000,"B","MORTGAGE",46000,28,"11-13.5","0-15"
"4736",0,14000,"B","RENT",88000,24,"8-11","0-15"
"4737",0,18000,"C","MORTGAGE",69000,26,"13.5+","0-15"
"4738",0,12000,"B","MORTGAGE",91000,23,"Missing","0-15"
"4739",0,12000,"A","MORTGAGE",59500,26,"0-8","0-15"
"4740",0,5000,"E","OWN",73000,26,"13.5+","0-15"
"4741",0,7200,"A","MORTGAGE",105000,23,"0-8","0-15"
"4742",0,6000,"B","MORTGAGE",49200,25,"8-11","0-15"
"4743",0,10000,"C","MORTGAGE",46116,25,"11-13.5","15-30"
"4744",0,2500,"D","MORTGAGE",135000,36,"13.5+","0-15"
"4745",0,10000,"C","RENT",120000,38,"8-11","0-15"
"4746",0,3600,"D","RENT",37000,28,"13.5+","0-15"
"4747",0,7200,"B","MORTGAGE",44004,21,"11-13.5","0-15"
"4748",0,5400,"E","RENT",75108,22,"13.5+","0-15"
"4749",0,2000,"B","RENT",48000,31,"8-11","0-15"
"4750",0,6000,"A","RENT",54000,25,"8-11","0-15"
"4751",1,12000,"C","MORTGAGE",70000,33,"Missing","0-15"
"4752",0,20000,"C","MORTGAGE",57860,22,"11-13.5","0-15"
"4753",0,20000,"C","MORTGAGE",90000,23,"13.5+","0-15"
"4754",0,2500,"D","RENT",45000,31,"13.5+","0-15"
"4755",0,4100,"C","RENT",30000,22,"13.5+","0-15"
"4756",0,12000,"A","RENT",93000,27,"8-11","0-15"
"4757",0,9900,"B","MORTGAGE",60000,23,"8-11","0-15"
"4758",0,7500,"A","MORTGAGE",48000,33,"0-8","0-15"
"4759",0,22800,"B","OWN",130000,24,"Missing","15-30"
"4760",0,5000,"B","MORTGAGE",83000,28,"Missing","0-15"
"4761",0,6000,"A","MORTGAGE",43776,36,"0-8","Missing"
"4762",0,7450,"C","MORTGAGE",70600,22,"11-13.5","0-15"
"4763",0,5000,"B","RENT",90000,24,"8-11","0-15"
"4764",0,5000,"C","MORTGAGE",36000,23,"13.5+","0-15"
"4765",0,6425,"A","MORTGAGE",113000,27,"0-8","0-15"
"4766",0,2000,"C","RENT",65000,22,"13.5+","0-15"
"4767",0,2650,"B","MORTGAGE",60589,28,"8-11","0-15"
"4768",0,8800,"A","MORTGAGE",67000,22,"0-8","0-15"
"4769",0,11250,"C","MORTGAGE",43500,30,"13.5+","0-15"
"4770",0,11000,"B","RENT",39000,27,"Missing","0-15"
"4771",0,12500,"B","RENT",65000,23,"11-13.5","0-15"
"4772",1,2500,"B","MORTGAGE",75000,23,"8-11","0-15"
"4773",0,12800,"D","MORTGAGE",228000,30,"13.5+","0-15"
"4774",0,4000,"C","RENT",20000,33,"11-13.5","0-15"
"4775",0,12000,"A","RENT",140000,28,"0-8","0-15"
"4776",0,25000,"G","MORTGAGE",150000,33,"13.5+","15-30"
"4777",0,11000,"D","MORTGAGE",50000,24,"13.5+","0-15"
"4778",1,15000,"D","RENT",36000,37,"Missing","0-15"
"4779",1,10000,"C","RENT",50000,28,"11-13.5","0-15"
"4780",0,7200,"A","MORTGAGE",29000,26,"8-11","30-45"
"4781",1,8000,"B","RENT",42816,24,"8-11","0-15"
"4782",0,6250,"B","MORTGAGE",32000,25,"11-13.5","0-15"
"4783",0,9000,"B","RENT",33000,21,"11-13.5","0-15"
"4784",0,15000,"D","RENT",57500,33,"13.5+","0-15"
"4785",0,25000,"D","OWN",83000,22,"13.5+","0-15"
"4786",0,2700,"B","RENT",30000,26,"8-11","0-15"
"4787",0,13000,"A","OWN",28800,38,"8-11","15-30"
"4788",0,2500,"C","RENT",46500,29,"13.5+","0-15"
"4789",0,5000,"D","RENT",50000,27,"13.5+","0-15"
"4790",0,24000,"B","MORTGAGE",80000,23,"11-13.5","0-15"
"4791",0,4850,"A","RENT",40000,24,"0-8","0-15"
"4792",0,5000,"A","MORTGAGE",50000,28,"0-8","0-15"
"4793",1,5600,"B","RENT",30000,23,"Missing","0-15"
"4794",0,6250,"B","RENT",29000,24,"8-11","0-15"
"4795",0,6000,"D","RENT",60000,23,"13.5+","0-15"
"4796",0,8000,"B","RENT",120000,25,"Missing","0-15"
"4797",0,3000,"B","OWN",14400,21,"Missing","0-15"
"4798",1,2000,"B","RENT",50000,27,"11-13.5","0-15"
"4799",1,5000,"A","RENT",25000,24,"8-11","0-15"
"4800",0,3800,"A","MORTGAGE",88000,26,"0-8","15-30"
"4801",0,8000,"C","RENT",43000,27,"11-13.5","0-15"
"4802",0,17000,"E","MORTGAGE",104000,32,"13.5+","0-15"
"4803",0,9000,"A","RENT",62604,25,"Missing","0-15"
"4804",0,2750,"D","MORTGAGE",80000,32,"Missing","0-15"
"4805",0,15050,"B","RENT",37800,30,"8-11","0-15"
"4806",0,3500,"A","MORTGAGE",41464.28,32,"8-11","15-30"
"4807",0,22000,"B","RENT",76597,24,"8-11","0-15"
"4808",1,4000,"B","RENT",22000,24,"11-13.5","0-15"
"4809",0,5000,"A","MORTGAGE",50000,26,"0-8","0-15"
"4810",1,15000,"D","RENT",60000,34,"13.5+","0-15"
"4811",0,5500,"D","MORTGAGE",57000,25,"13.5+","15-30"
"4812",0,4000,"C","MORTGAGE",44000,23,"13.5+","0-15"
"4813",0,10800,"A","MORTGAGE",3e+05,28,"0-8","0-15"
"4814",0,14400,"B","MORTGAGE",139992,26,"Missing","0-15"
"4815",0,15000,"B","MORTGAGE",1e+05,33,"8-11","0-15"
"4816",0,8000,"B","OWN",45000,29,"11-13.5","0-15"
"4817",0,5000,"A","OWN",20000,43,"0-8","0-15"
"4818",1,10425,"B","OWN",60000,27,"8-11","0-15"
"4819",0,11000,"A","MORTGAGE",45000,26,"8-11","0-15"
"4820",0,10000,"D","MORTGAGE",50000,29,"13.5+","0-15"
"4821",0,7500,"A","RENT",49000,22,"0-8","0-15"
"4822",1,3000,"B","RENT",36000,31,"8-11","0-15"
"4823",0,7500,"A","MORTGAGE",52000,28,"8-11","0-15"
"4824",0,4000,"B","RENT",34200,25,"Missing","0-15"
"4825",0,7000,"A","MORTGAGE",67000,35,"0-8","0-15"
"4826",0,9600,"A","MORTGAGE",150000,23,"0-8","15-30"
"4827",0,8000,"A","MORTGAGE",31000,24,"0-8","0-15"
"4828",0,4000,"A","MORTGAGE",63000,27,"0-8","15-30"
"4829",0,7000,"A","RENT",70000,29,"0-8","0-15"
"4830",0,7000,"A","RENT",80000,22,"0-8","0-15"
"4831",0,6500,"A","RENT",31000,22,"8-11","0-15"
"4832",0,16000,"A","MORTGAGE",96000,26,"0-8","0-15"
"4833",0,3000,"B","RENT",27599,40,"8-11","0-15"
"4834",0,16000,"E","RENT",60000,30,"13.5+","0-15"
"4835",0,6000,"D","MORTGAGE",37785,23,"13.5+","0-15"
"4836",1,5200,"C","MORTGAGE",60000,23,"13.5+","0-15"
"4837",1,1500,"B","MORTGAGE",58000,36,"11-13.5","0-15"
"4838",0,20000,"B","MORTGAGE",94976,25,"8-11","0-15"
"4839",1,6000,"B","RENT",43000,35,"8-11","0-15"
"4840",0,4000,"A","RENT",31200,23,"8-11","0-15"
"4841",0,3000,"B","RENT",43949,23,"11-13.5","0-15"
"4842",0,3500,"A","MORTGAGE",70000,23,"0-8","0-15"
"4843",0,35000,"C","MORTGAGE",230000,25,"13.5+","0-15"
"4844",0,2400,"D","RENT",21600,22,"13.5+","0-15"
"4845",0,9600,"D","MORTGAGE",70800,23,"Missing","0-15"
"4846",1,2000,"B","RENT",32640,24,"8-11","0-15"
"4847",0,3000,"A","MORTGAGE",72000,24,"Missing","0-15"
"4848",0,10500,"B","OWN",74000,30,"8-11","0-15"
"4849",0,2500,"B","MORTGAGE",57000,26,"11-13.5","30-45"
"4850",0,15000,"B","RENT",28000,22,"8-11","15-30"
"4851",0,16000,"C","RENT",50000,27,"Missing","0-15"
"4852",0,4450,"A","RENT",42200,24,"8-11","0-15"
"4853",0,5500,"B","RENT",43000,23,"11-13.5","0-15"
"4854",0,14000,"B","OWN",74700,34,"8-11","0-15"
"4855",0,25000,"B","MORTGAGE",95000,24,"8-11","0-15"
"4856",0,7000,"C","MORTGAGE",160000,27,"11-13.5","0-15"
"4857",0,15000,"B","RENT",84000,28,"11-13.5","0-15"
"4858",0,23000,"B","RENT",112000,31,"11-13.5","0-15"
"4859",0,10000,"A","MORTGAGE",94000,29,"0-8","0-15"
"4860",1,7200,"B","RENT",50000,35,"11-13.5","0-15"
"4861",0,3000,"B","MORTGAGE",45000,25,"8-11","0-15"
"4862",0,5500,"D","RENT",43000,23,"13.5+","0-15"
"4863",0,9000,"B","RENT",36000,23,"11-13.5","Missing"
"4864",0,4000,"A","MORTGAGE",36000,21,"0-8","0-15"
"4865",1,2000,"D","MORTGAGE",15000,31,"13.5+","0-15"
"4866",0,1600,"B","OWN",28000,40,"8-11","15-30"
"4867",0,4000,"B","MORTGAGE",79000,43,"8-11","0-15"
"4868",0,8000,"C","RENT",61000,23,"11-13.5","0-15"
"4869",0,7500,"C","RENT",32000,26,"13.5+","0-15"
"4870",0,7000,"B","MORTGAGE",54072,34,"11-13.5","0-15"
"4871",0,4000,"B","RENT",46000,29,"8-11","0-15"
"4872",0,20000,"C","RENT",75000,27,"11-13.5","0-15"
"4873",0,6000,"A","MORTGAGE",114000,40,"0-8","0-15"
"4874",1,12000,"B","RENT",58260,24,"8-11","0-15"
"4875",1,12000,"A","MORTGAGE",35000,22,"0-8","30-45"
"4876",0,5000,"C","RENT",68000,39,"11-13.5","0-15"
"4877",0,12000,"D","RENT",70000,33,"13.5+","0-15"
"4878",1,12000,"B","MORTGAGE",57000,22,"11-13.5","0-15"
"4879",0,5000,"C","RENT",55000,27,"13.5+","15-30"
"4880",0,10000,"A","MORTGAGE",30000,23,"0-8","0-15"
"4881",0,12000,"D","RENT",27000,29,"11-13.5","0-15"
"4882",0,5000,"B","MORTGAGE",70000,41,"11-13.5","0-15"
"4883",0,10000,"B","MORTGAGE",56500,37,"Missing","0-15"
"4884",0,6650,"B","RENT",56000,24,"11-13.5","0-15"
"4885",0,20000,"A","MORTGAGE",192000,21,"0-8","0-15"
"4886",0,8000,"C","RENT",60000,22,"11-13.5","0-15"
"4887",0,6000,"C","MORTGAGE",52800,22,"13.5+","0-15"
"4888",0,8500,"B","RENT",28500,25,"11-13.5","0-15"
"4889",0,6000,"A","RENT",46500,39,"0-8","0-15"
"4890",0,21250,"B","RENT",53000,22,"8-11","0-15"
"4891",0,5000,"C","RENT",42000,22,"11-13.5","0-15"
"4892",1,20000,"D","RENT",48000,22,"11-13.5","0-15"
"4893",0,4800,"A","MORTGAGE",76176,29,"0-8","0-15"
"4894",1,15000,"B","MORTGAGE",42655.8,48,"11-13.5","Missing"
"4895",1,20000,"C","OTHER",55000,24,"11-13.5","0-15"
"4896",0,11200,"C","MORTGAGE",72800,24,"13.5+","45+"
"4897",0,5500,"D","MORTGAGE",78792,22,"13.5+","0-15"
"4898",1,1750,"D","OWN",15000,25,"13.5+","0-15"
"4899",0,18000,"D","RENT",80000,43,"13.5+","15-30"
"4900",0,3000,"C","MORTGAGE",80800,27,"Missing","0-15"
"4901",0,4000,"D","MORTGAGE",21948,24,"Missing","0-15"
"4902",0,15000,"C","MORTGAGE",90000,41,"11-13.5","0-15"
"4903",1,1000,"C","RENT",60000,55,"13.5+","0-15"
"4904",0,10000,"C","MORTGAGE",153000,33,"13.5+","0-15"
"4905",0,5000,"C","RENT",33000,27,"13.5+","0-15"
"4906",0,10000,"A","RENT",85500,26,"Missing","0-15"
"4907",0,12000,"B","MORTGAGE",75000,23,"8-11","0-15"
"4908",0,14000,"A","MORTGAGE",96000,25,"0-8","15-30"
"4909",0,12000,"A","MORTGAGE",60000,23,"0-8","0-15"
"4910",0,22200,"B","RENT",225000,45,"11-13.5","0-15"
"4911",0,6000,"A","MORTGAGE",70000,22,"0-8","30-45"
"4912",0,35000,"A","RENT",250000,33,"0-8","0-15"
"4913",0,15000,"C","RENT",70000,30,"13.5+","0-15"
"4914",0,10000,"B","RENT",60626,33,"8-11","0-15"
"4915",0,5000,"A","MORTGAGE",31000,24,"0-8","15-30"
"4916",1,5600,"D","RENT",30000,21,"13.5+","0-15"
"4917",0,6000,"B","MORTGAGE",78000,25,"Missing","0-15"
"4918",1,13800,"C","RENT",33036,33,"11-13.5","0-15"
"4919",1,3500,"A","RENT",12996,22,"8-11","0-15"
"4920",0,8000,"A","MORTGAGE",86004,32,"0-8","15-30"
"4921",0,8875,"B","RENT",19240,25,"8-11","0-15"
"4922",0,11200,"D","OWN",235000,31,"13.5+","0-15"
"4923",0,10000,"A","OWN",141000,24,"0-8","0-15"
"4924",1,2000,"C","RENT",38400,25,"13.5+","0-15"
"4925",0,16000,"B","MORTGAGE",78000,23,"11-13.5","0-15"
"4926",0,1500,"B","RENT",50500,25,"11-13.5","0-15"
"4927",0,12000,"A","MORTGAGE",125000,34,"8-11","0-15"
"4928",0,25475,"D","MORTGAGE",52800,29,"13.5+","0-15"
"4929",0,15000,"B","RENT",65000,24,"8-11","15-30"
"4930",0,12000,"A","OWN",19008,22,"0-8","Missing"
"4931",0,24000,"A","RENT",95000,25,"8-11","0-15"
"4932",1,1000,"A","RENT",9600,24,"8-11","0-15"
"4933",0,15000,"B","MORTGAGE",85000,24,"8-11","0-15"
"4934",0,30000,"B","MORTGAGE",77800,25,"Missing","15-30"
"4935",0,10000,"C","RENT",48000,23,"13.5+","0-15"
"4936",0,15000,"A","OWN",65000,27,"0-8","0-15"
"4937",0,3000,"A","MORTGAGE",35000,26,"0-8","0-15"
"4938",0,6000,"C","OWN",50000,29,"13.5+","0-15"
"4939",0,1200,"C","OWN",50000,33,"13.5+","0-15"
"4940",0,6000,"C","RENT",54000,22,"11-13.5","0-15"
"4941",0,3250,"A","RENT",35000,22,"0-8","0-15"
"4942",0,4000,"C","MORTGAGE",40000,22,"11-13.5","0-15"
"4943",0,3000,"B","MORTGAGE",50496,24,"11-13.5","0-15"
"4944",0,20000,"C","MORTGAGE",97200,33,"11-13.5","0-15"
"4945",0,11000,"C","RENT",36000,42,"11-13.5","0-15"
"4946",0,9600,"A","RENT",71000,25,"0-8","0-15"
"4947",0,10000,"C","RENT",54996,24,"11-13.5","0-15"
"4948",0,2500,"C","MORTGAGE",107000,30,"8-11","0-15"
"4949",0,2000,"C","RENT",46800,33,"13.5+","0-15"
"4950",0,8000,"A","MORTGAGE",40000,29,"8-11","0-15"
"4951",0,6000,"D","MORTGAGE",61200,24,"13.5+","0-15"
"4952",0,3000,"C","MORTGAGE",225000,34,"11-13.5","0-15"
"4953",0,9000,"A","MORTGAGE",57359,46,"0-8","0-15"
"4954",0,11200,"B","RENT",87500,29,"Missing","0-15"
"4955",0,5000,"C","MORTGAGE",33685,22,"13.5+","0-15"
"4956",0,3000,"B","RENT",22668,34,"Missing","Missing"
"4957",0,16000,"B","MORTGAGE",60000,30,"11-13.5","0-15"
"4958",0,10000,"D","RENT",99996,24,"13.5+","0-15"
"4959",0,8500,"A","RENT",53000,28,"0-8","0-15"
"4960",0,2400,"A","OWN",48989,34,"0-8","0-15"
"4961",0,25000,"D","RENT",92200,29,"13.5+","0-15"
"4962",0,4000,"A","RENT",39000,25,"0-8","0-15"
"4963",0,11500,"A","MORTGAGE",29000,23,"0-8","0-15"
"4964",0,20000,"E","RENT",93500,27,"13.5+","0-15"
"4965",0,5875,"A","MORTGAGE",62000,24,"0-8","15-30"
